"role","geschlecht","title","size_bytes","sitelinks","size_kb"
"Kameramann_frau","Weiblich","Jamie Babbit",4402,20,4.298828125
"Kameramann_frau","Weiblich","Amy Heckerling",3316,20,3.23828125
"Kameramann_frau","Weiblich","Willeke van Ammelrooy",3497,20,3.4150390625
"Kameramann_frau","Weiblich","Francesca Comencini",2766,20,2.701171875
"Kameramann_frau","Weiblich","Eve Best",6315,20,6.1669921875
"Kameramann_frau","Weiblich","Iryna Zilyk",6754,20,6.595703125
"Kameramann_frau","Weiblich","Tig Notaro",10661,20,10.4111328125
"Kameramann_frau","Weiblich","Kimberly Peirce",6331,19,6.1826171875
"Kameramann_frau","Weiblich","Pilar Miró",4965,19,4.8486328125
"Kameramann_frau","Weiblich","Karyn Kusama",3163,19,3.0888671875
"Kameramann_frau","Weiblich","Núria Espert",2986,19,2.916015625
"Kameramann_frau","Weiblich","Martha Coolidge",2957,19,2.8876953125
"Kameramann_frau","Weiblich","Tahmineh Milani",13389,19,13.0751953125
"Kameramann_frau","Weiblich","Jac Schaeffer",10432,19,10.1875
"Kameramann_frau","Weiblich","Brigitte Fassbaender",56268,18,54.94921875
"Kameramann_frau","Weiblich","Sook-Yin Lee",3821,18,3.7314453125
"Kameramann_frau","Weiblich","Rachel Talalay",6614,18,6.458984375
"Kameramann_frau","Weiblich","Zoe Lister-Jones",5248,18,5.125
"Kameramann_frau","Weiblich","Maureen Forrester",12141,18,11.8564453125
"Kameramann_frau","Weiblich","Suze Randall",2895,18,2.8271484375
"Kameramann_frau","Weiblich","Euzhan Palcy",3589,18,3.5048828125
"Kameramann_frau","Weiblich","Penelope Spheeris",5961,18,5.8212890625
"Kameramann_frau","Weiblich","Allison Anders",3774,18,3.685546875
"Kameramann_frau","Weiblich","Mari Okada",5656,18,5.5234375
"Kameramann_frau","Weiblich","Zulu Sofola",5687,18,5.5537109375
"Kameramann_frau","Weiblich","Jane Goldman",5824,17,5.6875
"Kameramann_frau","Weiblich","Margot Benacerraf",1747,17,1.7060546875
"Kameramann_frau","Weiblich","Marceline Loridan",7234,17,7.064453125
"Kameramann_frau","Weiblich","Tamara Jenkins",4265,17,4.1650390625
"Kameramann_frau","Weiblich","Patricia Rozema",2281,17,2.2275390625
"Kameramann_frau","Weiblich","Özge Özpirinçci",2142,17,2.091796875
"Kameramann_frau","Weiblich","Tracey Moffatt",7092,13,6.92578125
"Kameramann_frau","Weiblich","Troy Beyer",3725,13,3.6376953125
"Kameramann_frau","Weiblich","Jocelyn Moorhouse",7270,13,7.099609375
"Kameramann_frau","Weiblich","Edith Craig",16471,13,16.0849609375
"Kameramann_frau","Weiblich","Tereza Nvotová",6664,13,6.5078125
"Kameramann_frau","Weiblich","Nora Twomey",2228,13,2.17578125
"Kameramann_frau","Weiblich","Tereza Srbová",1882,13,1.837890625
"Kameramann_frau","Weiblich","Yvonne Brewster",3242,13,3.166015625
"Kameramann_frau","Weiblich","Teona Strugar Mitevska",5547,13,5.4169921875
"Kameramann_frau","Weiblich","Maryna Er Horbatsch",6494,13,6.341796875
"Kameramann_frau","Weiblich","Alauda Ruiz de Azúa",10394,13,10.150390625
"Kameramann_frau","Weiblich","Eva Wagner-Pasquier",6925,12,6.7626953125
"Kameramann_frau","Weiblich","Cordula Trantow",10123,12,9.8857421875
"Kameramann_frau","Weiblich","Anja Salomonowitz",14930,12,14.580078125
"Kameramann_frau","Weiblich","Ann Zacharias (Schauspielerin)",3529,12,3.4462890625
"Kameramann_frau","Weiblich","Axelle Carolyn",4140,12,4.04296875
"Kameramann_frau","Weiblich","Vibeke Løkkeberg",3313,12,3.2353515625
"Kameramann_frau","Weiblich","Nicole Vedrès",8194,12,8.001953125
"Kameramann_frau","Weiblich","Berit Nesheim",4463,12,4.3583984375
"Kameramann_frau","Weiblich","Martha Fiennes",2617,12,2.5556640625
"Kameramann_frau","Weiblich","Sarah Moon",6315,12,6.1669921875
"Kameramann_frau","Weiblich","Kari Skogland",6633,12,6.4775390625
"Kameramann_frau","Weiblich","Jehane Noujaim",3354,12,3.275390625
"Kameramann_frau","Weiblich","Alena Yiv",3281,12,3.2041015625
"Kameramann_frau","Weiblich","Charlotte Brändström",7204,12,7.03515625
"Kameramann_frau","Weiblich","Marina Alexandrowna Rasbeschkina",5056,12,4.9375
"Kameramann_frau","Männlich","Charlie Chaplin",95895,258,93.6474609375
"Kameramann_frau","Männlich","Hans Christian Andersen",48883,243,47.7373046875
"Kameramann_frau","Männlich","Walt Disney",53600,211,52.34375
"Kameramann_frau","Männlich","Alfred Hitchcock",175720,184,171.6015625
"Kameramann_frau","Männlich","Akira Kurosawa",111582,173,108.966796875
"Kameramann_frau","Männlich","Steven Spielberg",85087,169,83.0927734375
"Kameramann_frau","Männlich","Henrik Ibsen",33916,169,33.12109375
"Kameramann_frau","Männlich","Bruce Lee",52004,162,50.78515625
"Kameramann_frau","Männlich","Ingmar Bergman",58700,160,57.32421875
"Kameramann_frau","Männlich","Federico Fellini",44795,158,43.7451171875
"Kameramann_frau","Männlich","Woody Allen",68483,157,66.8779296875
"Kameramann_frau","Männlich","Marlon Brando",118719,157,115.9365234375
"Kameramann_frau","Männlich","Stanley Kubrick",42737,154,41.7353515625
"Kameramann_frau","Männlich","Bertolt Brecht",140298,154,137.009765625
"Kameramann_frau","Männlich","Jim Morrison",115941,149,113.2236328125
"Kameramann_frau","Männlich","Brad Pitt",33830,147,33.037109375
"Kameramann_frau","Männlich","Johnny Depp",59992,147,58.5859375
"Kameramann_frau","Männlich","Stephen King",98244,146,95.94140625
"Kameramann_frau","Männlich","Sergei Michailowitsch Eisenstein",21797,144,21.2861328125
"Kameramann_frau","Männlich","Sean Connery",56086,143,54.771484375
"Kameramann_frau","Männlich","Václav Havel",33309,143,32.5283203125
"Kameramann_frau","Männlich","Robert De Niro",69853,137,68.2158203125
"Kameramann_frau","Männlich","Alain Delon",33458,137,32.673828125
"Kameramann_frau","Männlich","Luigi Pirandello",23944,134,23.3828125
"Kameramann_frau","Männlich","Frank Sinatra",74723,134,72.9716796875
"Kameramann_frau","Männlich","Clint Eastwood",59213,134,57.8251953125
"Kameramann_frau","Männlich","Tom Hanks",29322,133,28.634765625
"Kameramann_frau","Männlich","Will Smith",33403,133,32.6201171875
"Kameramann_frau","Männlich","George Lucas",67227,132,65.6513671875
"Kameramann_frau","Männlich","Al Pacino",25915,132,25.3076171875
"Kameramann_frau","Männlich","George Clooney",41938,128,40.955078125
"Kameramann_frau","Männlich","Jack Nicholson",42169,127,41.1806640625
"Kameramann_frau","Männlich","Morgan Freeman",22706,127,22.173828125
"Kameramann_frau","Männlich","Tom Cruise",40286,126,39.341796875
"Kameramann_frau","Männlich","Russell Crowe",43051,125,42.0419921875
"Kameramann_frau","Männlich","Quentin Tarantino",49084,123,47.93359375
"Kameramann_frau","Männlich","Wladimir Wladimirowitsch Majakowski",26605,123,25.9814453125
"Kameramann_frau","Männlich","Jean Cocteau",21526,121,21.021484375
"Kameramann_frau","Männlich","John Wayne",55800,119,54.4921875
"Kameramann_frau","Männlich","Mel Gibson",29825,119,29.1259765625
"Kameramann_frau","Männlich","Nicolas Cage",34288,119,33.484375
"Kameramann_frau","Männlich","James Cameron",41427,118,40.4560546875
"Kameramann_frau","Männlich","Anthony Hopkins",26578,117,25.955078125
"Kameramann_frau","Männlich","Martin Scorsese",40930,114,39.970703125
"Kameramann_frau","Männlich","Harold Pinter",30296,113,29.5859375
"Kameramann_frau","Männlich","Orson Welles",45032,112,43.9765625
"Kameramann_frau","Männlich","Denzel Washington",22978,112,22.439453125
"Kameramann_frau","Männlich","Roman Polański",50669,111,49.4814453125
"Kameramann_frau","Männlich","Hayao Miyazaki",33584,110,32.796875
"Kameramann_frau","Männlich","Dario Fo",22121,109,21.6025390625
"Kameramann_frau","Männlich","Kevin Costner",22512,109,21.984375
"Kameramann_frau","Männlich","Paul Newman",28485,109,27.8173828125
"Kameramann_frau","Männlich","Karel Čapek",24737,109,24.1572265625
"Kameramann_frau","Männlich","Eddie Murphy",25115,108,24.5263671875
"Kameramann_frau","Männlich","Dustin Hoffman",27956,106,27.30078125
"Kameramann_frau","Männlich","David Lynch",105877,105,103.3955078125
"Kameramann_frau","Männlich","Christopher Nolan",83573,104,81.6142578125
"Kameramann_frau","Männlich","Dmitri Dmitrijewitsch Schostakowitsch",77683,104,75.8623046875
"Kameramann_frau","Männlich","Gary Oldman",27731,104,27.0810546875
"Kameramann_frau","Männlich","Peter O’Toole",22000,102,21.484375
"Kameramann_frau","Männlich","Kirk Douglas",27108,101,26.47265625
"Kameramann_frau","Männlich","Gene Wilder",11884,101,11.60546875
"Kameramann_frau","Männlich","Francis Ford Coppola",19956,100,19.48828125
"Kameramann_frau","Männlich","Andrei Arsenjewitsch Tarkowski",22976,100,22.4375
"Kameramann_frau","Männlich","Peter Jackson",27395,100,26.7529296875
"Kameramann_frau","Männlich","Sidney Poitier",19126,100,18.677734375
"Kameramann_frau","Männlich","Sean Penn",27319,98,26.6787109375
"Kameramann_frau","Männlich","Mark Wahlberg",28575,98,27.9052734375
"Kameramann_frau","Männlich","François Truffaut",39307,97,38.3857421875
"Kameramann_frau","Männlich","Tim Burton",30196,96,29.48828125
"Kameramann_frau","Männlich","David Wark Griffith",21473,79,20.9697265625
"Kameramann_frau","Männlich","Mel Brooks",25320,79,24.7265625
"Kameramann_frau","Männlich","Luc Besson",11676,79,11.40234375
"Kameramann_frau","Männlich","Emilio Estevez",5793,79,5.6572265625
"Kameramann_frau","Männlich","Gilbert Gottfried",8946,79,8.736328125
"Kameramann_frau","Männlich","Wim Wenders",69515,78,67.8857421875
"Kameramann_frau","Männlich","Neil Young",128364,78,125.35546875
"Kameramann_frau","Männlich","Leonard Nimoy",23445,78,22.8955078125
"Kameramann_frau","Männlich","Andrzej Wajda",22270,78,21.748046875
"Kameramann_frau","Männlich","Werner Herzog",40813,77,39.8564453125
"Kameramann_frau","Männlich","Richard Attenborough",15964,77,15.58984375
"Kameramann_frau","Männlich","Sydney Pollack",14110,77,13.779296875
"Kameramann_frau","Männlich","Steven Soderbergh",15712,77,15.34375
"Kameramann_frau","Männlich","Ed Harris",11489,77,11.2197265625
"Kameramann_frau","Männlich","Danny Boyle",10749,77,10.4970703125
"Kameramann_frau","Männlich","Christopher Reeve",9495,77,9.2724609375
"Kameramann_frau","Männlich","Jason Momoa",8823,77,8.6162109375
"Kameramann_frau","Männlich","Fritz Lang",57403,76,56.0576171875
"Kameramann_frau","Männlich","Errol Flynn",25102,76,24.513671875
"Kameramann_frau","Männlich","Warren Beatty",13479,76,13.1630859375
"Kameramann_frau","Männlich","Jean Marais",12494,76,12.201171875
"Kameramann_frau","Männlich","Robert Mitchum",20357,75,19.8798828125
"Kameramann_frau","Männlich","Maximilian Schell",29285,75,28.5986328125
"Kameramann_frau","Männlich","Jean Anouilh",14145,75,13.8134765625
"Kameramann_frau","Männlich","Christopher Walken",19306,75,18.853515625
"Kameramann_frau","Männlich","Antonin Artaud",27481,75,26.8369140625
"Kameramann_frau","Männlich","Burt Reynolds",26537,75,25.9150390625
"Kameramann_frau","Männlich","Guillermo del Toro",30806,75,30.083984375
"Kameramann_frau","Männlich","Takeshi Kitano",21910,74,21.396484375
"Kameramann_frau","Männlich","Rudolf Chametowitsch Nurejew",28566,74,27.896484375
"Kameramann_frau","Männlich","Harold Lloyd",28016,74,27.359375
"Kameramann_frau","Männlich","Fernandel",9494,74,9.271484375
"Kameramann_frau","Männlich","Jewgeni Alexandrowitsch Jewtuschenko",13952,74,13.625
"Kameramann_frau","Männlich","Nikita Sergejewitsch Michalkow",14460,73,14.12109375
"Kameramann_frau","Männlich","Alan Arkin",13899,73,13.5732421875
"Kameramann_frau","Männlich","George Takei",18067,73,17.6435546875
"Kameramann_frau","Männlich","Garry Marshall",6823,73,6.6630859375
"Kameramann_frau","Männlich","James Caan",15852,72,15.48046875
"Kameramann_frau","Männlich","Kendrick Lamar",27795,72,27.1435546875
"Kameramann_frau","Männlich","Luchino Visconti",22467,71,21.9404296875
"Kameramann_frau","Männlich","Jean Renoir",11893,71,11.6142578125
"Kameramann_frau","Männlich","William Wyler",26143,71,25.5302734375
"Kameramann_frau","Männlich","Sidney Lumet",21764,71,21.25390625
"Kameramann_frau","Männlich","Dolph Lundgren",16405,71,16.0205078125
"Kameramann_frau","Männlich","David Fincher",21804,71,21.29296875
"Kameramann_frau","Männlich","Max von Sydow",18899,71,18.4560546875
"Kameramann_frau","Männlich","Roberto Rossellini",15910,70,15.537109375
"Kameramann_frau","Männlich","Robert Altman",14218,70,13.884765625
"Kameramann_frau","Männlich","Abbas Kiarostami",17338,70,16.931640625
"Kameramann_frau","Männlich","Ron Howard",15234,70,14.876953125
"Kameramann_frau","Männlich","Sacha Guitry",7357,70,7.1845703125
"Kameramann_frau","Männlich","David Cronenberg",22397,69,21.8720703125
"Kameramann_frau","Männlich","John Huston",37839,69,36.9521484375
"Kameramann_frau","Männlich","Mickey Rooney",28235,69,27.5732421875
"Kameramann_frau","Männlich","Tim Robbins",11126,69,10.865234375
"Kameramann_frau","Männlich","David Schwimmer",10493,69,10.2470703125
"Kameramann_frau","Männlich","Kevin Bacon",15711,69,15.3427734375
"Kameramann_frau","Männlich","Thomas Haden Church",11672,69,11.3984375
"Kameramann_frau","Männlich","Cecil B. DeMille",14565,68,14.2236328125
"Kameramann_frau","Männlich","Krzysztof Kieślowski",22460,68,21.93359375
"Kameramann_frau","Männlich","Richard Harris",19322,68,18.869140625
"Kameramann_frau","Männlich","Brian De Palma",12658,68,12.361328125
"Kameramann_frau","Männlich","Michael Haneke",30620,67,29.90234375
"Kameramann_frau","Männlich","Spike Lee",18787,67,18.3466796875
"Kameramann_frau","Männlich","J. J. Abrams",9904,67,9.671875
"Kameramann_frau","Männlich","Alan Alda",14955,67,14.6044921875
"Kameramann_frau","Männlich","Charles Laughton",17014,66,16.615234375
"Kameramann_frau","Männlich","George Cukor",20903,66,20.4130859375
"Kameramann_frau","Männlich","Chris Rock",13537,66,13.2197265625
"Kameramann_frau","Männlich","M. Night Shyamalan",96984,66,94.7109375
"Kameramann_frau","Männlich","Gérard Philipe",14955,66,14.6044921875
"Kameramann_frau","Männlich","Walter Matthau",24961,66,24.3759765625
"Kameramann_frau","Männlich","Marcel Pagnol",11575,66,11.3037109375
"Kameramann_frau","Männlich","Jonathan Demme",10493,65,10.2470703125
"Kameramann_frau","Männlich","Stephen Fry",23191,65,22.6474609375
"Kameramann_frau","Männlich","Wes Craven",13136,65,12.828125
"Kameramann_frau","Männlich","Peter Falk",23515,64,22.9638671875
"Kameramann_frau","Männlich","Magnús Scheving",3408,64,3.328125
"Kameramann_frau","Männlich","Alain Resnais",16549,64,16.1611328125
"Kameramann_frau","Männlich","David Lean",8969,63,8.7587890625
"Musikproduzent_in","Weiblich","Selena Gomez",43604,174,42.58203125
"Musikproduzent_in","Weiblich","Beyoncé",85505,173,83.5009765625
"Musikproduzent_in","Weiblich","Whitney Houston",34440,135,33.6328125
"Musikproduzent_in","Weiblich","Christina Aguilera",30900,130,30.17578125
"Musikproduzent_in","Weiblich","Mariah Carey",79867,126,77.9951171875
"Musikproduzent_in","Weiblich","Aretha Franklin",20106,114,19.634765625
"Musikproduzent_in","Weiblich","Alla Borissowna Pugatschowa",30070,108,29.365234375
"Musikproduzent_in","Weiblich","Björk",38016,108,37.125
"Musikproduzent_in","Weiblich","Dolly Parton",29257,105,28.5712890625
"Musikproduzent_in","Weiblich","Janet Jackson",45116,103,44.05859375
"Musikproduzent_in","Weiblich","Joan Baez",46395,101,45.3076171875
"Musikproduzent_in","Weiblich","Hilary Duff",32355,90,31.5966796875
"Musikproduzent_in","Weiblich","Nelly Furtado",35850,89,35.009765625
"Musikproduzent_in","Weiblich","Pink (Musikerin)",40848,88,39.890625
"Musikproduzent_in","Weiblich","Jolin Tsai",7311,87,7.1396484375
"Musikproduzent_in","Weiblich","Anna Maria Jopek",4799,81,4.6865234375
"Musikproduzent_in","Weiblich","Sia (Sängerin)",31191,80,30.4599609375
"Musikproduzent_in","Weiblich","Sofija Rotaru",21998,78,21.482421875
"Musikproduzent_in","Weiblich","Kate Bush",48644,74,47.50390625
"Musikproduzent_in","Weiblich","Joni Mitchell",35621,74,34.7861328125
"Musikproduzent_in","Weiblich","Dee Dee Bridgewater",10076,31,9.83984375
"Musikproduzent_in","Weiblich","Daniela Mercury",6597,31,6.4423828125
"Musikproduzent_in","Weiblich","Tems",26056,31,25.4453125
"Musikproduzent_in","Weiblich","Imogen Heap",10618,30,10.369140625
"Musikproduzent_in","Weiblich","Debbie Gibson",14341,30,14.0048828125
"Musikproduzent_in","Weiblich","Sheena Ringo",24684,30,24.10546875
"Musikproduzent_in","Weiblich","Gala (Sängerin)",9476,30,9.25390625
"Musikproduzent_in","Weiblich","Jennifer Warnes",12124,30,11.83984375
"Musikproduzent_in","Weiblich","Claudia Mori",6803,30,6.6435546875
"Musikproduzent_in","Weiblich","Jang Nara",8335,30,8.1396484375
"Musikproduzent_in","Weiblich","Lupe Fuentes",4977,29,4.8603515625
"Musikproduzent_in","Weiblich","Linda Perry",28252,29,27.58984375
"Musikproduzent_in","Weiblich","Tina Arena",20228,29,19.75390625
"Musikproduzent_in","Weiblich","Nancy Wilson (Gitarristin)",2598,29,2.537109375
"Musikproduzent_in","Weiblich","Concha Buika",4826,29,4.712890625
"Musikproduzent_in","Weiblich","Courtney Barnett",10011,29,9.7763671875
"Musikproduzent_in","Weiblich","Maruv",5830,29,5.693359375
"Musikproduzent_in","Weiblich","Marisa Monte",5843,27,5.7060546875
"Musikproduzent_in","Weiblich","Myriam Fares",2878,27,2.810546875
"Musikproduzent_in","Weiblich","Estelle Swaray",8739,27,8.5341796875
"Musikproduzent_in","Weiblich","Kara DioGuardi",2852,27,2.78515625
"Musikproduzent_in","Weiblich","Joan Armatrading",14955,27,14.6044921875
"Musikproduzent_in","Weiblich","Sam Brown",8914,27,8.705078125
"Musikproduzent_in","Weiblich","Katy B",9674,26,9.447265625
"Musikproduzent_in","Weiblich","Ida Corr",18225,26,17.7978515625
"Musikproduzent_in","Weiblich","Sandy Leah Lima",7961,26,7.7744140625
"Musikproduzent_in","Weiblich","Whigfield",12680,26,12.3828125
"Musikproduzent_in","Weiblich","Michèle Arnaud",1984,26,1.9375
"Musikproduzent_in","Weiblich","Marina Satti",17433,26,17.0244140625
"Musikproduzent_in","Weiblich","ManuElla",2976,26,2.90625
"Musikproduzent_in","Weiblich","Little Boots",16348,25,15.96484375
"Musikproduzent_in","Weiblich","Jenni Rivera",13799,25,13.4755859375
"Musikproduzent_in","Weiblich","Peaches",12451,25,12.1591796875
"Musikproduzent_in","Weiblich","Meredith Brooks",7127,25,6.9599609375
"Musikproduzent_in","Weiblich","Santigold",8850,25,8.642578125
"Musikproduzent_in","Weiblich","Lynsey de Paul",14356,25,14.01953125
"Musikproduzent_in","Weiblich","Annie (Sängerin)",3605,24,3.5205078125
"Musikproduzent_in","Weiblich","Melissa Auf der Maur",5993,24,5.8525390625
"Musikproduzent_in","Weiblich","Trina",7681,24,7.5009765625
"Musikproduzent_in","Weiblich","Luz Casal",4506,24,4.400390625
"Musikproduzent_in","Weiblich","Caterina Caselli",4155,24,4.0576171875
"Musikproduzent_in","Weiblich","Ester Dean",6851,24,6.6904296875
"Musikproduzent_in","Weiblich","Anne Dudley",5342,24,5.216796875
"Musikproduzent_in","Weiblich","Luísa Sobral",6694,23,6.537109375
"Musikproduzent_in","Weiblich","Miss Kittin",5474,23,5.345703125
"Musikproduzent_in","Weiblich","Rickie Lee Jones",10439,23,10.1943359375
"Musikproduzent_in","Weiblich","Keren Ann",5982,23,5.841796875
"Musikproduzent_in","Weiblich","Basia Trzetrzelewska",6509,23,6.3564453125
"Musikproduzent_in","Weiblich","Geri Allen",10335,23,10.0927734375
"Musikproduzent_in","Weiblich","Sylvia Robinson",18077,23,17.6533203125
"Musikproduzent_in","Weiblich","Rossa (Sängerin)",3317,23,3.2392578125
"Musikproduzent_in","Weiblich","Teena Marie",10297,22,10.0556640625
"Musikproduzent_in","Weiblich","Colleen Fitzpatrick (Sängerin)",5366,22,5.240234375
"Musikproduzent_in","Weiblich","Şehrazat (Sängerin)",3774,22,3.685546875
"Musikproduzent_in","Weiblich","Alison Goldfrapp",5433,21,5.3056640625
"Musikproduzent_in","Weiblich","Lights (Musikerin)",7618,21,7.439453125
"Musikproduzent_in","Weiblich","Willa Ford",3665,21,3.5791015625
"Musikproduzent_in","Weiblich","Donna Lewis",6356,21,6.20703125
"Musikproduzent_in","Weiblich","Ellie Greenwich",5075,21,4.9560546875
"Musikproduzent_in","Weiblich","Jody Watley",8409,21,8.2119140625
"Musikproduzent_in","Weiblich","Ina Wroldsen",5713,21,5.5791015625
"Musikproduzent_in","Weiblich","Kristen Anderson-Lopez",4801,21,4.6884765625
"Musikproduzent_in","Weiblich","Nina Kraviz",5994,21,5.853515625
"Musikproduzent_in","Weiblich","Noonie Bao",27752,21,27.1015625
"Musikproduzent_in","Weiblich","Ado (Sängerin)",28242,21,27.580078125
"Musikproduzent_in","Weiblich","Isis Gee",3493,20,3.4111328125
"Musikproduzent_in","Weiblich","Giorgia",21346,20,20.845703125
"Musikproduzent_in","Weiblich","Suzanne Ciani",32113,20,31.3603515625
"Musikproduzent_in","Weiblich","Diana Haddad",2010,20,1.962890625
"Musikproduzent_in","Weiblich","Betty Wright",16734,20,16.341796875
"Musikproduzent_in","Weiblich","Niki (Sängerin)",2367,20,2.3115234375
"Musikproduzent_in","Weiblich","Oh Land",15294,19,14.935546875
"Musikproduzent_in","Weiblich","Misia (Sängerin)",25481,19,24.8837890625
"Musikproduzent_in","Weiblich","Gloria Jones",12470,19,12.177734375
"Musikproduzent_in","Weiblich","Ai (Sängerin)",19844,19,19.37890625
"Musikproduzent_in","Weiblich","Olivia Harrison",5061,19,4.9423828125
"Musikproduzent_in","Weiblich","Heather Headley",6874,19,6.712890625
"Musikproduzent_in","Weiblich","Byanka",2523,19,2.4638671875
"Musikproduzent_in","Weiblich","Ejae",43014,19,42.005859375
"Musikproduzent_in","Weiblich","İzel Çeliköz",6468,18,6.31640625
"Musikproduzent_in","Weiblich","Cathy Dennis",9625,18,9.3994140625
"Musikproduzent_in","Weiblich","Gretchen Wilson",12355,18,12.0654296875
"Musikproduzent_in","Weiblich","Terri Lyne Carrington",23868,18,23.30859375
"Musikproduzent_in","Weiblich","Marsha Ambrosius",2970,18,2.900390625
"Musikproduzent_in","Weiblich","Peggy Gou",14051,18,13.7216796875
"Musikproduzent_in","Weiblich","Tal Wilkenfeld",4443,17,4.3388671875
"Musikproduzent_in","Weiblich","Spagna",14558,17,14.216796875
"Musikproduzent_in","Weiblich","Sharon Robinson",6470,17,6.318359375
"Musikproduzent_in","Weiblich","Miss Li",20347,16,19.8701171875
"Musikproduzent_in","Weiblich","Porcelain Black",13980,16,13.65234375
"Musikproduzent_in","Weiblich","Rebekka Bakken",8988,16,8.77734375
"Musikproduzent_in","Weiblich","Deniece Williams",16029,16,15.6533203125
"Musikproduzent_in","Weiblich","Beverley Knight",10807,16,10.5537109375
"Musikproduzent_in","Weiblich","Brenda Russell",10095,16,9.8583984375
"Musikproduzent_in","Weiblich","Jonna Lee",10981,16,10.7236328125
"Musikproduzent_in","Weiblich","Kandi Burruss",2961,16,2.8916015625
"Musikproduzent_in","Weiblich","Sona Mohapatra",9914,16,9.681640625
"Musikproduzent_in","Weiblich","Michèle Reverdy",7001,9,6.8369140625
"Musikproduzent_in","Weiblich","Deborah Lurie",4190,9,4.091796875
"Musikproduzent_in","Weiblich","Maya Jane Coles",15455,9,15.0927734375
"Musikproduzent_in","Weiblich","Cate Le Bon",5883,9,5.7451171875
"Musikproduzent_in","Weiblich","June Millington",21047,9,20.5537109375
"Musikproduzent_in","Weiblich","Holly Herndon",16871,9,16.4755859375
"Musikproduzent_in","Weiblich","Sarsa",6022,9,5.880859375
"Musikproduzent_in","Weiblich","Rezz",20480,9,20
"Musikproduzent_in","Weiblich","Giordana Angi",4925,9,4.8095703125
"Musikproduzent_in","Weiblich","Dhanashree Deshpande",4251,9,4.1513671875
"Musikproduzent_in","Weiblich","Miss Monique",2509,9,2.4501953125
"Musikproduzent_in","Weiblich","Monika Kruse",16846,8,16.451171875
"Musikproduzent_in","Weiblich","Suzanne Doucet",6447,8,6.2958984375
"Musikproduzent_in","Weiblich","Gudrun Gut",10846,8,10.591796875
"Musikproduzent_in","Weiblich","DJ Korsakoff",3195,8,3.1201171875
"Musikproduzent_in","Weiblich","Poe (Sängerin)",2153,8,2.1025390625
"Musikproduzent_in","Weiblich","Leslie Clio",8526,8,8.326171875
"Musikproduzent_in","Weiblich","Sugar Pie DeSanto",4640,8,4.53125
"Musikproduzent_in","Weiblich","Angela Winbush",8489,8,8.2900390625
"Musikproduzent_in","Weiblich","Georgia (Musikerin)",3702,8,3.615234375
"Musikproduzent_in","Weiblich","Laura Izibor",1173,7,1.1455078125
"Musikproduzent_in","Weiblich","Princess Superstar",3333,7,3.2548828125
"Musikproduzent_in","Weiblich","Sylvia Massy",4314,7,4.212890625
"Musikproduzent_in","Weiblich","Alexandra Patsavas",2504,7,2.4453125
"Musikproduzent_in","Weiblich","Celia Mara",2586,7,2.525390625
"Musikproduzent_in","Weiblich","Dessa (Sängerin)",20096,7,19.625
"Musikproduzent_in","Weiblich","Anne Preven",9895,7,9.6630859375
"Musikproduzent_in","Weiblich","Eliza Gilkyson",7478,7,7.302734375
"Musikproduzent_in","Weiblich","Karen Young (Sängerin, Juni 1951)",3079,7,3.0068359375
"Musikproduzent_in","Weiblich","Tei Shi",6539,7,6.3857421875
"Musikproduzent_in","Weiblich","Helena Hauff",8865,7,8.6572265625
"Musikproduzent_in","Weiblich","Rovena Stefa",1878,6,1.833984375
"Musikproduzent_in","Weiblich","Sonia Pottinger",3484,6,3.40234375
"Musikproduzent_in","Männlich","Michael Jackson",132457,325,129.3525390625
"Musikproduzent_in","Männlich","Basshunter",8780,221,8.57421875
"Musikproduzent_in","Männlich","Bob Dylan",127237,184,124.2548828125
"Musikproduzent_in","Männlich","Freddie Mercury",59741,177,58.3408203125
"Musikproduzent_in","Männlich","Eminem",63212,175,61.73046875
"Musikproduzent_in","Männlich","David Bowie",82031,136,80.1083984375
"Musikproduzent_in","Männlich","Will Smith",33403,133,32.6201171875
"Musikproduzent_in","Männlich","Jimi Hendrix",79386,132,77.525390625
"Musikproduzent_in","Männlich","Leonard Cohen",57458,130,56.111328125
"Musikproduzent_in","Männlich","George Harrison",55781,126,54.4736328125
"Musikproduzent_in","Männlich","Justin Timberlake",20945,111,20.4541015625
"Musikproduzent_in","Männlich","Frank Zappa",130602,110,127.541015625
"Musikproduzent_in","Männlich","50 Cent",19211,110,18.7607421875
"Musikproduzent_in","Männlich","Prince",132394,110,129.291015625
"Musikproduzent_in","Männlich","Kanye West",168048,109,164.109375
"Musikproduzent_in","Männlich","Bruce Springsteen",110479,106,107.8896484375
"Musikproduzent_in","Männlich","George Michael",24171,103,23.6044921875
"Musikproduzent_in","Männlich","Bruno Mars",18574,102,18.138671875
"Musikproduzent_in","Männlich","James Brown",27803,100,27.1513671875
"Musikproduzent_in","Männlich","Mick Jagger",29949,99,29.2470703125
"Musikproduzent_in","Männlich","Mark Wahlberg",28575,98,27.9052734375
"Musikproduzent_in","Männlich","Stevie Wonder",21693,97,21.1845703125
"Musikproduzent_in","Männlich","B. B. King",36225,97,35.3759765625
"Musikproduzent_in","Männlich","Snoop Dogg",38113,96,37.2197265625
"Musikproduzent_in","Männlich","Psy (Sänger)",23192,96,22.6484375
"Musikproduzent_in","Männlich","Andrea Bocelli",42855,96,41.8505859375
