"role","geschlecht","title","size_bytes","sitelinks","size_kb"
"Musikproduzent_in","Männlich","Enrique Iglesias",17002,95,16.603515625
"Musikproduzent_in","Männlich","Sting",39032,95,38.1171875
"Musikproduzent_in","Männlich","Ed Sheeran",22816,94,22.28125
"Musikproduzent_in","Männlich","Ennio Morricone",48476,94,47.33984375
"Musikproduzent_in","Männlich","Dr. Dre",27547,93,26.9013671875
"Musikproduzent_in","Männlich","Robbie Williams",55121,92,53.8291015625
"Musikproduzent_in","Männlich","David Guetta",114421,90,111.7392578125
"Musikproduzent_in","Männlich","Brian May",68087,90,66.4912109375
"Musikproduzent_in","Männlich","Bryan Adams",22792,90,22.2578125
"Musikproduzent_in","Männlich","Hans Zimmer",54006,88,52.740234375
"Musikproduzent_in","Männlich","Duke Ellington",30332,88,29.62109375
"Musikproduzent_in","Männlich","R. Kelly",27743,88,27.0927734375
"Musikproduzent_in","Männlich","Avicii",102411,88,100.0107421875
"Musikproduzent_in","Männlich","Akon",8785,87,8.5791015625
"Musikproduzent_in","Männlich","Drake (Rapper)",26329,87,25.7119140625
"Musikproduzent_in","Männlich","Jared Leto",11060,87,10.80078125
"Musikproduzent_in","Männlich","Keith Richards",44233,86,43.1962890625
"Musikproduzent_in","Männlich","Paul Allen",22590,85,22.060546875
"Musikproduzent_in","Männlich","Idris Elba",15881,85,15.5087890625
"Musikproduzent_in","Männlich","Eddie Van Halen",20215,61,19.7412109375
"Musikproduzent_in","Männlich","Coolio",8043,61,7.8544921875
"Musikproduzent_in","Männlich","V (Sänger)",18399,61,17.9677734375
"Musikproduzent_in","Männlich","Pharrell Williams",22999,60,22.4599609375
"Musikproduzent_in","Männlich","John Mayer",26194,60,25.580078125
"Musikproduzent_in","Männlich","Post Malone",6039,60,5.8974609375
"Musikproduzent_in","Männlich","John Lydon",26609,59,25.9853515625
"Musikproduzent_in","Männlich","Meat Loaf",33912,59,33.1171875
"Musikproduzent_in","Männlich","Mark Knopfler",22271,59,21.7490234375
"Musikproduzent_in","Männlich","Skrillex",11693,58,11.4189453125
"Musikproduzent_in","Männlich","Adam Lambert",8508,58,8.30859375
"Musikproduzent_in","Männlich","Danny Elfman",21882,58,21.369140625
"Musikproduzent_in","Männlich","Armin van Buuren",16546,57,16.158203125
"Musikproduzent_in","Männlich","Jean-Michel Basquiat",45726,57,44.654296875
"Musikproduzent_in","Männlich","Timbaland",8913,57,8.7041015625
"Musikproduzent_in","Männlich","Travis Scott (Rapper)",9804,57,9.57421875
"Musikproduzent_in","Männlich","Chanyeol",8500,57,8.30078125
"Musikproduzent_in","Männlich","Mike Oldfield",26688,56,26.0625
"Musikproduzent_in","Männlich","CeeLo Green",19139,56,18.6904296875
"Musikproduzent_in","Männlich","John Legend",9371,56,9.1513671875
"Musikproduzent_in","Männlich","Tiësto",29205,56,28.5205078125
"Musikproduzent_in","Männlich","Nick Mason",24385,56,23.8134765625
"Musikproduzent_in","Männlich","Isaac Hayes",15919,56,15.5458984375
"Musikproduzent_in","Männlich","Ne-Yo",10328,55,10.0859375
"Musikproduzent_in","Männlich","Nas (Rapper)",35398,55,34.568359375
"Musikproduzent_in","Männlich","Brian Jones (Musiker)",21759,55,21.2490234375
"Musikproduzent_in","Männlich","Elvis Costello",26219,55,25.6044921875
"Musikproduzent_in","Männlich","Arash (Musiker)",14550,55,14.208984375
"Musikproduzent_in","Männlich","Donald Glover",16893,55,16.4970703125
"Musikproduzent_in","Männlich","Dieter Bohlen",36791,54,35.9287109375
"Musikproduzent_in","Männlich","Eazy-E",10426,54,10.181640625
"Musikproduzent_in","Männlich","Ludacris",10858,54,10.603515625
"Musikproduzent_in","Männlich","Phil Spector",10952,54,10.6953125
"Musikproduzent_in","Männlich","Tom Petty",12781,54,12.4814453125
"Musikproduzent_in","Männlich","RM (Rapper)",31252,54,30.51953125
"Musikproduzent_in","Männlich","Busta Rhymes",10071,53,9.8349609375
"Musikproduzent_in","Männlich","Ray Manzarek",6087,53,5.9443359375
"Musikproduzent_in","Männlich","Simon Cowell",4494,53,4.388671875
"Musikproduzent_in","Männlich","Beck (Musiker)",29914,53,29.212890625
"Musikproduzent_in","Männlich","Will.i.am",13925,53,13.5986328125
"Musikproduzent_in","Männlich","John Paul Jones (Musiker)",7878,53,7.693359375
"Musikproduzent_in","Männlich","George Martin",33832,53,33.0390625
"Musikproduzent_in","Männlich","Burt Bacharach",24155,53,23.5888671875
"Musikproduzent_in","Männlich","Barry White",20514,53,20.033203125
"Musikproduzent_in","Männlich","Van Morrison",18304,53,17.875
"Musikproduzent_in","Männlich","Amr Diab",9439,53,9.2177734375
"Musikproduzent_in","Männlich","Sakis Rouvas",9107,52,8.8935546875
"Musikproduzent_in","Männlich","Tyler, the Creator",97591,52,95.3037109375
"Musikproduzent_in","Männlich","John Frusciante",25416,52,24.8203125
"Musikproduzent_in","Männlich","The Game (Rapper)",12184,52,11.8984375
"Musikproduzent_in","Männlich","Jason Derulo",12028,52,11.74609375
"Musikproduzent_in","Männlich","Marshmello",24826,52,24.244140625
"Musikproduzent_in","Männlich","Ramin Djawadi",10018,51,9.783203125
"Musikproduzent_in","Männlich","Robin Gibb",14074,51,13.744140625
"Musikproduzent_in","Männlich","Steve Vai",11273,51,11.0087890625
"Musikproduzent_in","Männlich","Jack White (Musiker)",22780,51,22.24609375
"Musikproduzent_in","Männlich","Ryūichi Sakamoto",26986,51,26.353515625
"Musikproduzent_in","Männlich","Ben E. King",18838,51,18.396484375
"Musikproduzent_in","Männlich","Frank Ocean",30998,51,30.271484375
"Musikproduzent_in","Männlich","J-Hope",32839,51,32.0693359375
"Musikproduzent_in","Männlich","Brad Delson",2776,50,2.7109375
"Musikproduzent_in","Männlich","Brian Epstein",18583,50,18.1474609375
"Musikproduzent_in","Männlich","J. Cole",21059,50,20.5654296875
"Musikproduzent_in","Männlich","Ike Turner",15363,50,15.0029296875
"Musikproduzent_in","Männlich","ASAP Rocky",24677,49,24.0986328125
"Musikproduzent_in","Männlich","Craig David",9273,49,9.0556640625
"Musikproduzent_in","Männlich","T.I.",16464,49,16.078125
"Musikproduzent_in","Männlich","Giorgio Moroder",46641,49,45.5478515625
"Musikproduzent_in","Männlich","Boy George",28787,49,28.1123046875
"Musikproduzent_in","Männlich","José Manuel Pinto",4359,48,4.2568359375
"Musikproduzent_in","Männlich","Yngwie Malmsteen",20221,48,19.7470703125
"Musikproduzent_in","Männlich","James Newton Howard",16416,48,16.03125
"Musikproduzent_in","Männlich","Andy Williams",6625,48,6.4697265625
"Musikproduzent_in","Männlich","T-Pain",6349,48,6.2001953125
"Musikproduzent_in","Männlich","Corey Taylor",19767,48,19.3037109375
"Musikproduzent_in","Männlich","Rob Zombie",13833,48,13.5087890625
"Musikproduzent_in","Männlich","Jimmy Cliff",6880,47,6.71875
"Musikproduzent_in","Männlich","André Rieu",10505,47,10.2587890625
"Musikproduzent_in","Männlich","Tom DeLonge",12681,47,12.3837890625
"Musikproduzent_in","Männlich","Zedd",19334,47,18.880859375
"Musikproduzent_in","Männlich","Malcolm Young",9647,47,9.4208984375
"Musikproduzent_in","Männlich","Alan Parsons",12159,47,11.8740234375
"Musikproduzent_in","Männlich","Rick Rubin",11133,47,10.8720703125
"Musikproduzent_in","Männlich","Damon Albarn",9501,47,9.2783203125
"Musikproduzent_in","Männlich","David Byrne (Musiker)",22916,47,22.37890625
"Musikproduzent_in","Männlich","Tuomas Holopainen",6784,47,6.625
"Musikproduzent_in","Männlich","Ansel Elgort",7558,47,7.380859375
"Musikproduzent_in","Männlich","Dimash Kudaibergen",28140,47,27.48046875
"Musikproduzent_in","Männlich","LL Cool J",9617,46,9.3916015625
"Musikproduzent_in","Männlich","RZA (Rapper)",19148,46,18.69921875
"Musikproduzent_in","Männlich","Paul van Dyk",17118,46,16.716796875
"Musikproduzent_in","Männlich","Wyclef Jean",8007,46,7.8193359375
"Musikproduzent_in","Männlich","Robert Fripp",10284,46,10.04296875
"Musikproduzent_in","Männlich","Ron Wood",29230,46,28.544921875
"Musikproduzent_in","Männlich","Hardwell",134294,46,131.146484375
"Musikproduzent_in","Männlich","Mac Miller",8396,46,8.19921875
"Musikproduzent_in","Männlich","Mark Ronson",8731,46,8.5263671875
"Musikproduzent_in","Männlich","Puneeth Rajkumar",3754,46,3.666015625
"Musikproduzent_in","Männlich","Deadmau5",22553,45,22.0244140625
"Musikproduzent_in","Männlich","DJ Khaled",10722,45,10.470703125
"Musikproduzent_in","Männlich","Edward Maya",7533,39,7.3564453125
"Musikproduzent_in","Männlich","Sufjan Stevens",14425,39,14.0869140625
"Musikproduzent_in","Männlich","George Clinton (Musiker)",16439,39,16.0537109375
"Musikproduzent_in","Männlich","Greg Lake",10928,39,10.671875
"Musikproduzent_in","Männlich","Afrojack",34206,39,33.404296875
